Cat,Date,Status,KPI,Sub-KPI,Line,Duration,Freq,%,Target
Performance,Apr-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Apr-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,May-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,May-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,May-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,May-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,May-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,May-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,May-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,May-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,May-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Jun-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Jul-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Aug-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Sep-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Oct-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Nov-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Dec-26,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Jan-27,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Feb-27,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,CONROD,,,0.0400,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,CAMSHAFT,,,0.0250,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,CRANKSHAFT,,,0.0250,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,CYL HEAD,,,0.0150,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,CYL BLOCK,,,0.0600,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,REAR AXLE HOUSING 13,,,0.0200,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,END YOKE,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,INNER SHAFT,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,CENTER BEARING,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,NYLON COATED,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,FLANGE,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,SLIDING,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,COUPLING,,,0.0150,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,SUB ASSY Y230,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,Y230 INTER AXLE/CENTER BEARING,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,REAR AXLE HOUSING 17,,,0.0300,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,E/G LINE,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,AXLE ASSY,,,0.0050,"1,5%"
Performance,Mar-27,Target,Machine Breakdown,,TRANSMISI,,,0.0050,"1,5%"
Performance,Apr-26,Target,MTTR,,CONROD,32,,,12
Performance,Apr-26,Target,MTTR,,CAMSHAFT,20,,,12
Performance,Apr-26,Target,MTTR,,CRANKSHAFT,20,,,12
Performance,Apr-26,Target,MTTR,,CYL HEAD,12,,,12
Performance,Apr-26,Target,MTTR,,CYL BLOCK,48,,,12
Performance,Apr-26,Target,MTTR,,REAR AXLE HOUSING 13,16,,,12
Performance,Apr-26,Target,MTTR,,END YOKE,4,,,12
Performance,Apr-26,Target,MTTR,,INNER SHAFT,4,,,12
Performance,Apr-26,Target,MTTR,,CENTER BEARING,4,,,12
Performance,Apr-26,Target,MTTR,,NYLON COATED,4,,,12
Performance,Apr-26,Target,MTTR,,FLANGE,4,,,12
Performance,Apr-26,Target,MTTR,,SLIDING,4,,,12
Performance,Apr-26,Target,MTTR,,COUPLING,12,,,12
Performance,Apr-26,Target,MTTR,,SUB ASSY Y230,4,,,12
Performance,Apr-26,Target,MTTR,,Y230 INTER AXLE/CENTER BEARING,4,,,12
Performance,Apr-26,Target,MTTR,,REAR AXLE HOUSING 17,24,,,12
Performance,Apr-26,Target,MTTR,,E/G LINE,4,,,12
Performance,Apr-26,Target,MTTR,,AXLE ASSY,4,,,12
Performance,Apr-26,Target,MTTR,,TRANSMISI,4,,,12
Performance,May-26,Target,MTTR,,CONROD,32,,,12
Performance,May-26,Target,MTTR,,CAMSHAFT,20,,,12
Performance,May-26,Target,MTTR,,CRANKSHAFT,20,,,12
Performance,May-26,Target,MTTR,,CYL HEAD,12,,,12
Performance,May-26,Target,MTTR,,CYL BLOCK,48,,,12
Performance,May-26,Target,MTTR,,REAR AXLE HOUSING 13,16,,,12
Performance,May-26,Target,MTTR,,END YOKE,4,,,12
Performance,May-26,Target,MTTR,,INNER SHAFT,4,,,12
Performance,May-26,Target,MTTR,,CENTER BEARING,4,,,12
Performance,May-26,Target,MTTR,,NYLON COATED,4,,,12
Performance,May-26,Target,MTTR,,FLANGE,4,,,12
Performance,May-26,Target,MTTR,,SLIDING,4,,,12
Performance,May-26,Target,MTTR,,COUPLING,12,,,12
Performance,May-26,Target,MTTR,,SUB ASSY Y230,4,,,12
Performance,May-26,Target,MTTR,,Y230 INTER AXLE/CENTER BEARING,4,,,12
Performance,May-26,Target,MTTR,,REAR AXLE HOUSING 17,24,,,12
Performance,May-26,Target,MTTR,,E/G LINE,4,,,12
Performance,May-26,Target,MTTR,,AXLE ASSY,4,,,12
Performance,May-26,Target,MTTR,,TRANSMISI,4,,,12
Performance,Jun-26,Target,MTTR,,CONROD,32,,,12
Performance,Jun-26,Target,MTTR,,CAMSHAFT,20,,,12
Performance,Jun-26,Target,MTTR,,CRANKSHAFT,20,,,12
Performance,Jun-26,Target,MTTR,,CYL HEAD,12,,,12
Performance,Jun-26,Target,MTTR,,CYL BLOCK,48,,,12
Performance,Jun-26,Target,MTTR,,REAR AXLE HOUSING 13,16,,,12
Performance,Jun-26,Target,MTTR,,END YOKE,4,,,12
Performance,Jun-26,Target,MTTR,,INNER SHAFT,4,,,12
Performance,Jun-26,Target,MTTR,,CENTER BEARING,4,,,12
Performance,Jun-26,Target,MTTR,,NYLON COATED,4,,,12
Performance,Jun-26,Target,MTTR,,FLANGE,4,,,12
Performance,Jun-26,Target,MTTR,,SLIDING,4,,,12
Performance,Jun-26,Target,MTTR,,COUPLING,12,,,12
Performance,Jun-26,Target,MTTR,,SUB ASSY Y230,4,,,12
Performance,Jun-26,Target,MTTR,,Y230 INTER AXLE/CENTER BEARING,4,,,12
Performance,Jun-26,Target,MTTR,,REAR AXLE HOUSING 17,24,,,12
Performance,Jun-26,Target,MTTR,,E/G LINE,4,,,12
Performance,Jun-26,Target,MTTR,,AXLE ASSY,4,,,12
Performance,Jun-26,Target,MTTR,,TRANSMISI,4,,,12
Performance,Jul-26,Target,MTTR,,CONROD,32,,,12
Performance,Jul-26,Target,MTTR,,CAMSHAFT,20,,,12
Performance,Jul-26,Target,MTTR,,CRANKSHAFT,20,,,12
Performance,Jul-26,Target,MTTR,,CYL HEAD,12,,,12
Performance,Jul-26,Target,MTTR,,CYL BLOCK,48,,,12
Performance,Jul-26,Target,MTTR,,REAR AXLE HOUSING 13,16,,,12
Performance,Jul-26,Target,MTTR,,END YOKE,4,,,12
Performance,Jul-26,Target,MTTR,,INNER SHAFT,4,,,12
Performance,Jul-26,Target,MTTR,,CENTER BEARING,4,,,12
Performance,Jul-26,Target,MTTR,,NYLON COATED,4,,,12
Performance,Jul-26,Target,MTTR,,FLANGE,4,,,12
Performance,Jul-26,Target,MTTR,,SLIDING,4,,,12
Performance,Jul-26,Target,MTTR,,COUPLING,12,,,12
Performance,Jul-26,Target,MTTR,,SUB ASSY Y230,4,,,12
Performance,Jul-26,Target,MTTR,,Y230 INTER AXLE/CENTER BEARING,4,,,12
Performance,Jul-26,Target,MTTR,,REAR AXLE HOUSING 17,24,,,12
Performance,Jul-26,Target,MTTR,,E/G LINE,4,,,12
Performance,Jul-26,Target,MTTR,,AXLE ASSY,4,,,12
Performance,Jul-26,Target,MTTR,,TRANSMISI,4,,,12
Performance,Aug-26,Target,MTTR,,CONROD,32,,,12
Performance,Aug-26,Target,MTTR,,CAMSHAFT,20,,,12
Performance,Aug-26,Target,MTTR,,CRANKSHAFT,20,,,12
Performance,Aug-26,Target,MTTR,,CYL HEAD,12,,,12
Performance,Aug-26,Target,MTTR,,CYL BLOCK,48,,,12
Performance,Aug-26,Target,MTTR,,REAR AXLE HOUSING 13,16,,,12
Performance,Aug-26,Target,MTTR,,END YOKE,4,,,12
Performance,Aug-26,Target,MTTR,,INNER SHAFT,4,,,12
Performance,Aug-26,Target,MTTR,,CENTER BEARING,4,,,12
Performance,Aug-26,Target,MTTR,,NYLON COATED,4,,,12
Performance,Aug-26,Target,MTTR,,FLANGE,4,,,12
Performance,Aug-26,Target,MTTR,,SLIDING,4,,,12
Performance,Aug-26,Target,MTTR,,COUPLING,12,,,12
Performance,Aug-26,Target,MTTR,,SUB ASSY Y230,4,,,12
Performance,Aug-26,Target,MTTR,,Y230 INTER AXLE/CENTER BEARING,4,,,12
Performance,Aug-26,Target,MTTR,,REAR AXLE HOUSING 17,24,,,12
Performance,Aug-26,Target,MTTR,,E/G LINE,4,,,12
Performance,Aug-26,Target,MTTR,,AXLE ASSY,4,,,12
Performance,Aug-26,Target,MTTR,,TRANSMISI,4,,,12
Performance,Sep-26,Target,MTTR,,CONROD,32,,,12
Performance,Sep-26,Target,MTTR,,CAMSHAFT,20,,,12
Performance,Sep-26,Target,MTTR,,CRANKSHAFT,20,,,12
Performance,Sep-26,Target,MTTR,,CYL HEAD,12,,,12
Performance,Sep-26,Target,MTTR,,CYL BLOCK,48,,,12
Performance,Sep-26,Target,MTTR,,REAR AXLE HOUSING 13,16,,,12
